date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:33:54	1477/1477	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2024%20Dec%202025%2013:03:54%20GMT	https://valom-html-demo.vercel.app/robots.txt		(from )
18:33:54	145438/145438	---MCZ	200	added ('OK')	text/html	etag:W/%226d0a8e9187e2875ee1faae24abfbd054%22	https://valom-html-demo.vercel.app/?storefront=envato-elements	C:/Users/Win%200/OneDrive/Desktop/mywebsite/kajal/valom-html-demo.vercel.app/index04b9.html	(from )
18:33:55	1050/1050	---M--	200	added ('OK')	image/jpeg	etag:%2278211f62b145a3790d29353055fee77a%22	https://valom-html-demo.vercel.app/assets/img/favicon.jpg	C:/Users/Win%200/OneDrive/Desktop/mywebsite/kajal/valom-html-demo.vercel.app/assets/img/favicon.jpg	(from https://valom-html-demo.vercel.app/?storefront=envato-elements)
18:33:55	232902/232902	---MCZ	200	added ('OK')	text/css	etag:W/%229b879f80987f800f13628f9a416835b1%22	https://valom-html-demo.vercel.app/assets/css/bootstrap.min.css	C:/Users/Win%200/OneDrive/Desktop/mywebsite/kajal/valom-html-demo.vercel.app/assets/css/bootstrap.min.css	(from https://valom-html-demo.vercel.app/?storefront=envato-elements)
18:33:56	68601/68601	---MCZ	200	added ('OK')	text/css	etag:W/%228ea67bf7d4ccacd55a30e2046f9241b2%22	https://valom-html-demo.vercel.app/assets/css/animate.min.css	C:/Users/Win%200/OneDrive/Desktop/mywebsite/kajal/valom-html-demo.vercel.app/assets/css/animate.min.css	(from https://valom-html-demo.vercel.app/?storefront=envato-elements)
18:33:56	6951/6951	---MCZ	200	added ('OK')	text/css	etag:W/%2230b593b71d7672658f89bfea0ab360c9%22	https://valom-html-demo.vercel.app/assets/css/magnific-popup.css	C:/Users/Win%200/OneDrive/Desktop/mywebsite/kajal/valom-html-demo.vercel.app/assets/css/magnific-popup.css	(from https://valom-html-demo.vercel.app/?storefront=envato-elements)
18:33:56	59252/59252	---MCZ	200	added ('OK')	text/css	etag:W/%227dcbafabc718f504dc9613c9aed700ea%22	https://valom-html-demo.vercel.app/assets/css/fontawesome-all.min.css	C:/Users/Win%200/OneDrive/Desktop/mywebsite/kajal/valom-html-demo.vercel.app/assets/css/fontawesome-all.min.css	(from https://valom-html-demo.vercel.app/?storefront=envato-elements)
18:33:57	22140/22140	---MCZ	200	added ('OK')	text/css	etag:W/%229ceca2822cbc1a0f5e5eb41629595f96%22	https://valom-html-demo.vercel.app/assets/css/swiper-bundle.min.css	C:/Users/Win%200/OneDrive/Desktop/mywebsite/kajal/valom-html-demo.vercel.app/assets/css/swiper-bundle.min.css	(from https://valom-html-demo.vercel.app/?storefront=envato-elements)
18:33:57	26053/26053	---MCZ	200	added ('OK')	text/css	etag:W/%22847da8fca8060ca1a70f976aab1210b9%22	https://valom-html-demo.vercel.app/assets/css/aos.css	C:/Users/Win%200/OneDrive/Desktop/mywebsite/kajal/valom-html-demo.vercel.app/assets/css/aos.css	(from https://valom-html-demo.vercel.app/?storefront=envato-elements)
18:33:58	11545/11545	---MCZ	200	added ('OK')	text/css	etag:W/%22fd0187958435e0c4ece7eb8edf86f873%22	https://valom-html-demo.vercel.app/assets/css/jquery.datetimepicker.min.css	C:/Users/Win%200/OneDrive/Desktop/mywebsite/kajal/valom-html-demo.vercel.app/assets/css/jquery.datetimepicker.min.css	(from https://valom-html-demo.vercel.app/?storefront=envato-elements)
18:33:58	8060/8060	---MCZ	200	added ('OK')	text/css	etag:W/%226472a2ad1b3ec21e3520c659c4a49472%22	https://valom-html-demo.vercel.app/assets/css/default.css	C:/Users/Win%200/OneDrive/Desktop/mywebsite/kajal/valom-html-demo.vercel.app/assets/css/default.css	(from https://valom-html-demo.vercel.app/?storefront=envato-elements)
18:33:59	270185/270185	---MCZ	200	added ('OK')	text/css	etag:W/%22e271f23c4219e901d14e00280534f2f2%22	https://valom-html-demo.vercel.app/assets/css/style.css	C:/Users/Win%200/OneDrive/Desktop/mywebsite/kajal/valom-html-demo.vercel.app/assets/css/style.css	(from https://valom-html-demo.vercel.app/?storefront=envato-elements)
18:33:59	690/690	---M--	200	added ('OK')	image/svg+xml	etag:%22b7a1e7ea7eb98b4621bb6486093d81b0%22	https://valom-html-demo.vercel.app/assets/img/logo/preloader.svg	C:/Users/Win%200/OneDrive/Desktop/mywebsite/kajal/valom-html-demo.vercel.app/assets/img/logo/preloader.svg	(from https://valom-html-demo.vercel.app/?storefront=envato-elements)
18:33:59	145438/145438	---MCZ	200	added ('OK')	text/html	etag:W/%226d0a8e9187e2875ee1faae24abfbd054%22	https://valom-html-demo.vercel.app/index.html	C:/Users/Win%200/OneDrive/Desktop/mywebsite/kajal/valom-html-demo.vercel.app/index.html	(from https://valom-html-demo.vercel.app/?storefront=envato-elements)
18:34:00	4876/4876	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2263885ca9f883558a467509747247504d%22	https://valom-html-demo.vercel.app/assets/img/logo/logo.svg	C:/Users/Win%200/OneDrive/Desktop/mywebsite/kajal/valom-html-demo.vercel.app/assets/img/logo/logo.svg	(from https://valom-html-demo.vercel.app/?storefront=envato-elements)
18:34:00	75222/75222	---MCZ	200	added ('OK')	text/html	etag:W/%223323dcec369ae0ef3644933ff9db079d%22	https://valom-html-demo.vercel.app/home-2.html	C:/Users/Win%200/OneDrive/Desktop/mywebsite/kajal/valom-html-demo.vercel.app/home-2.html	(from https://valom-html-demo.vercel.app/?storefront=envato-elements)
18:34:01	118098/118098	---MCZ	200	added ('OK')	text/html	etag:W/%226983d3b8cef7c591b29615b449c4c21f%22	https://valom-html-demo.vercel.app/home-3.html	C:/Users/Win%200/OneDrive/Desktop/mywebsite/kajal/valom-html-demo.vercel.app/home-3.html	(from https://valom-html-demo.vercel.app/?storefront=envato-elements)
18:34:01	141535/141535	---MCZ	200	added ('OK')	text/html	etag:W/%22a57bea908ef9b278f9a9c66e2ec71ce0%22	https://valom-html-demo.vercel.app/home-4.html	C:/Users/Win%200/OneDrive/Desktop/mywebsite/kajal/valom-html-demo.vercel.app/home-4.html	(from https://valom-html-demo.vercel.app/?storefront=envato-elements)
18:34:01	135846/135846	---MCZ	200	added ('OK')	text/html	etag:W/%222263387294c9cff109e0f660d9a0ca14%22	https://valom-html-demo.vercel.app/home-5.html	C:/Users/Win%200/OneDrive/Desktop/mywebsite/kajal/valom-html-demo.vercel.app/home-5.html	(from https://valom-html-demo.vercel.app/?storefront=envato-elements)
18:34:02	55314/55314	---MCZ	200	added ('OK')	text/html	etag:W/%2294c1d7ce12ebb92ad048bb59ffb5410a%22	https://valom-html-demo.vercel.app/about.html	C:/Users/Win%200/OneDrive/Desktop/mywebsite/kajal/valom-html-demo.vercel.app/about.html	(from https://valom-html-demo.vercel.app/?storefront=envato-elements)
18:34:02	90120/90120	---MCZ	200	added ('OK')	text/html	etag:W/%22dba5335f3d95b0a67ebc51e8ba226260%22	https://valom-html-demo.vercel.app/service.html	C:/Users/Win%200/OneDrive/Desktop/mywebsite/kajal/valom-html-demo.vercel.app/service.html	(from https://valom-html-demo.vercel.app/?storefront=envato-elements)
18:34:03	51134/51134	---MCZ	200	added ('OK')	text/html	etag:W/%2276429fc914e6d38d125fac8fdf1bed1d%22	https://valom-html-demo.vercel.app/service-details.html	C:/Users/Win%200/OneDrive/Desktop/mywebsite/kajal/valom-html-demo.vercel.app/service-details.html	(from https://valom-html-demo.vercel.app/?storefront=envato-elements)
18:34:03	34194/34194	---MCZ	200	added ('OK')	text/html	etag:W/%2248260d65e7332c93c4d563681df62002%22	https://valom-html-demo.vercel.app/project.html	C:/Users/Win%200/OneDrive/Desktop/mywebsite/kajal/valom-html-demo.vercel.app/project.html	(from https://valom-html-demo.vercel.app/?storefront=envato-elements)
18:34:04	35286/35286	---MCZ	200	added ('OK')	text/html	etag:W/%22ce324c6373cd904c4808fbc2602deab7%22	https://valom-html-demo.vercel.app/project-details.html	C:/Users/Win%200/OneDrive/Desktop/mywebsite/kajal/valom-html-demo.vercel.app/project-details.html	(from https://valom-html-demo.vercel.app/?storefront=envato-elements)
18:34:04	81880/81880	---MCZ	200	added ('OK')	text/html	etag:W/%2225848c29d5a7a076b6255e3974e78426%22	https://valom-html-demo.vercel.app/team.html	C:/Users/Win%200/OneDrive/Desktop/mywebsite/kajal/valom-html-demo.vercel.app/team.html	(from https://valom-html-demo.vercel.app/?storefront=envato-elements)
18:34:05	38003/38003	---MCZ	200	added ('OK')	text/html	etag:W/%22f5bbaa9ed32d455547d9e2ed47646b0e%22	https://valom-html-demo.vercel.app/team-details.html	C:/Users/Win%200/OneDrive/Desktop/mywebsite/kajal/valom-html-demo.vercel.app/team-details.html	(from https://valom-html-demo.vercel.app/?storefront=envato-elements)
18:34:05	65739/65739	---MCZ	200	added ('OK')	text/html	etag:W/%22ddba6cabd8bb954b35ddc58cec16e725%22	https://valom-html-demo.vercel.app/pricing.html	C:/Users/Win%200/OneDrive/Desktop/mywebsite/kajal/valom-html-demo.vercel.app/pricing.html	(from https://valom-html-demo.vercel.app/?storefront=envato-elements)
18:34:05	33258/33258	---MCZ	200	added ('OK')	text/html	etag:W/%22173a3ed2a2615cc5bb520f1557a12341%22	https://valom-html-demo.vercel.app/appointment.html	C:/Users/Win%200/OneDrive/Desktop/mywebsite/kajal/valom-html-demo.vercel.app/appointment.html	(from https://valom-html-demo.vercel.app/?storefront=envato-elements)
18:34:06	26683/26683	---MCZ	200	added ('OK')	text/html	etag:W/%22bfa9badec0f54eaa6ccd7c3c42420e01%22	https://valom-html-demo.vercel.app/error.html	C:/Users/Win%200/OneDrive/Desktop/mywebsite/kajal/valom-html-demo.vercel.app/error.html	(from https://valom-html-demo.vercel.app/?storefront=envato-elements)
18:34:06	50811/50811	---MCZ	200	added ('OK')	text/html	etag:W/%223e649e83ee07361da11f85eb8cb66823%22	https://valom-html-demo.vercel.app/blog.html	C:/Users/Win%200/OneDrive/Desktop/mywebsite/kajal/valom-html-demo.vercel.app/blog.html	(from https://valom-html-demo.vercel.app/?storefront=envato-elements)
18:34:07	62828/62828	---MCZ	200	added ('OK')	text/html	etag:W/%228aa22d4c6974fe9105cebdf909efc945%22	https://valom-html-demo.vercel.app/blog-2.html	C:/Users/Win%200/OneDrive/Desktop/mywebsite/kajal/valom-html-demo.vercel.app/blog-2.html	(from https://valom-html-demo.vercel.app/?storefront=envato-elements)
